"","created_at","screen_name","text"
"1007",2019-08-20 17:38:17,"HastroTags","#WhenYouWerentLooking I stole your stapler. https://t.co/q3HPMwVR13"
"1008",2019-08-20 17:11:00,"HastroTags","#WhenYouWerentLooking is this week's @HastroTags hosted by @stgavalot @FlindersEmma @Rachels_Ratchet https://t.co/8XzhMgdoC8"
"1009",2019-08-20 18:03:43,"HastroTags","I caught a ride...
#WhenYouWerentLooking https://t.co/gz5PgR0hck"
"1010",2019-08-20 17:44:31,"HastroTags","#WhenYouWerentLooking I changed my Trump supporting Dad’s WiFi password to ILoveObamaAndHillary. True story."
"1011",2019-08-20 17:10:00,"HastroTags","I left 

#WhenYouWerentLooking https://t.co/6ImNTcYA2K"
"1012",2019-08-20 18:03:21,"HastroTags","#whenyouwerentlooking I photo bombed you https://t.co/AwNVylS8mL"
"1013",2019-08-20 17:02:02,"HastroTags","#WhenYouWerentLooking

I taught you a lesson about parking over the line. https://t.co/ChYMG14nDw"
"1014",2019-08-20 17:34:49,"HastroTags","#WhenYouWerentLooking your cat tried to steal your popcorn because she’s a #Savage  @HastroTags @stgavalot @FlindersEmma @Rachels_Ratchet @HashtagRoundup https://t.co/ayyQ9ZhWkr"
"1015",2019-08-20 17:28:57,"HastroTags","#WhenYouWerentLooking i put a glitch in the matrix https://t.co/JaOYSplYJL"
"1016",2019-08-20 17:33:05,"HastroTags","You lot really are a two faced bunch and we love it! Please keep playing;
#WhenYouWerentLooking

Big thanks to today's guests; @Rachels_Ratchet &amp; @FlindersEmma for helping out the ever useless @stgavalot 

@AlterEgoTags will be back next week! All on @HashtagRoundup https://t.co/QPasHrHXes"
"1017",2019-08-20 17:27:15,"HastroTags","#WhenYouWerentLooking I put baby powder in your hair dryer https://t.co/2tJrTXZruX"
"1018",2019-08-20 17:08:36,"HastroTags","#WhenYouWerentLooking You crashed into a guardrail.  Now you have no car.  Serves you right!"
"1019",2019-08-20 17:35:13,"HastroTags","#WhenYouWerentLooking I stole all your chocolate chip cookies and ate them while you were hard at work."
"1020",2019-08-20 17:30:32,"HastroTags","#WhenYouWerentLooking

I told a joke that you missed.<U+0001F62C> https://t.co/u10zv3y1Ls"
"1021",2019-08-20 17:03:06,"HastroTags","#WhenYouWerentLooking I laughed when you fall https://t.co/yPqCZl2LmY"
"1022",2019-08-20 17:01:24,"HastroTags","#WhenYouWerentLooking I put saran wrap over the toilet bowl bc I’m an asshole."
"1023",2019-08-20 17:04:38,"HastroTags","#WhenYouWerentLooking they grew up on you and now they’re moving out."
"1024",2019-08-20 17:10:41,"HastroTags","#WhenYouWerentLooking, Bam. https://t.co/823y7OhfLE"
"1025",2019-08-20 17:26:16,"HastroTags","#WhenYouWerentLooking I borrowed your wallet. https://t.co/cDeCwCAy2R"
"1026",2019-08-20 18:01:54,"HastroTags","I double dipped #WhenYouWerentLooking https://t.co/6kjbaUPZ0v"
"1027",2019-08-20 17:36:58,"HastroTags","#WhenYouWerentLooking I rolled my eyes https://t.co/NJHrLj1BkE"
"1028",2019-08-20 17:52:57,"HastroTags","#whenyouwerentlooking those seats got in the way https://t.co/jEDflzooo4"
"1029",2019-08-20 17:41:27,"HastroTags","#WhenYouWerentLooking We devolved https://t.co/LR9ofcsjex"
"1030",2019-08-20 18:01:48,"HastroTags","#WhenYouWerentLooking Halloween started. https://t.co/x9pCauWDck"
"1031",2019-08-20 17:27:28,"HastroTags","#WhenYouWerentLooking I drank your beer and kissed your wife"
"1032",2019-08-20 17:26:44,"HastroTags","#WhenYouWerentLooking I finished off the beers...... https://t.co/F1w8CZvvTg"
"1033",2019-08-20 18:33:09,"HastroTags","#WhenYouWerentLooking four little aliens broke out of #Area51. Now Nebula, Zenon, Proto Zoa, and Zoidberg need a place to hide for four weeks until the #Area51Raid, when they can phone home. Can you help? Email foster@morrisanimalrefuge.org - or please RT to spread the word! https://t.co/3Px3ez4L3S"
"1034",2019-08-20 18:00:43,"HastroTags","#WhenYouWerentLooking I’m taking the last cookie https://t.co/WJ5RFIaPg4"
"1035",2019-08-20 17:28:35,"HastroTags","#WhenYouWerentLooking they became adults and moved away <U+0001F622> https://t.co/Enqx6yCKxv"
"1036",2019-08-20 17:02:56,"HastroTags","The Lungs of the planet are going up in flames #WhenYouWerentLooking
#PrayforAmazonia https://t.co/kNEc2NJPLZ"
"1037",2019-08-20 17:51:05,"HastroTags","#WhenYouWerentLooking I snuck up on you.
#Oops https://t.co/fbuKBgmw3o"
"1038",2019-08-20 17:38:06,"HastroTags","I acted all calm and cool when I took care of that spider for you but #WhenYouWerentLooking I freaked out too. https://t.co/ZEwfkHKS1I"
"1039",2019-08-20 17:31:59,"HastroTags","#WhenYouWerentLooking a vampire snuck up on us !! <U+0001F631><U+0001F639> https://t.co/I02a1FP4LS"
"1040",2019-08-20 17:08:01,"HastroTags","#WhenYouWerentLooking I hit on your Mom. It’s okay. You won’t have to call me Daddy. Your Mom will, but you don’t have to..."
"1041",2019-08-20 17:51:50,"HastroTags","#WhenYouWerentLooking I texted my ex https://t.co/rH2AYgVjL0"
"1042",2019-08-20 17:54:27,"HastroTags","#WhenYouWerentLooking I learned how to win friends and influence people @stgavalot @Rachels_Ratchet @FlindersEmma @HastroTags"
"1043",2019-08-20 17:43:08,"HastroTags","#WhenYouWerentLooking I took the TV https://t.co/ZaMay7rREl"
"1044",2019-08-20 17:37:11,"HastroTags","#WhenYouWerentLooking I got your Grandma washed and vacuumed.  You're welcome.  Now you owe me $15.95. https://t.co/pInVZy4V1V"
"1045",2019-08-20 17:31:41,"HastroTags","@HashtagRoundup @HastroTags @stgavalot @FlindersEmma @Rachels_Ratchet #WhenYouWerentLooking~ I got out of the bag. https://t.co/pCrTVfBm65"
"1046",2019-08-20 18:04:08,"HastroTags","#WhenYouWerentLooking this ugly duckling grew into the lovely swan you see before you.

Or maybe I just drink more now whatever who fuckin cares"
"1047",2019-08-20 17:27:09,"HastroTags","#WhenYouWerentLooking
I licked all the biscuits and put them back in the tin https://t.co/6gsgAEpim3"
"1048",2019-08-20 17:24:51,"HastroTags","More #WhenYouWerentLooking with @HastroTags hosted by @stgavalot @FlindersEmma @Rachels_Ratchet"
"1049",2019-08-20 17:31:20,"HastroTags","Somebody placed land mines everywhere
#WhenYouWerentLooking and now is pretending not to know anything about it.
@HastroTags
@stgavalot
@Rachels_Ratchet
@FlindersEmma https://t.co/PvQfhv2JaF"
"1050",2019-08-20 18:03:52,"HastroTags","#WhenYouWerentLooking I cut a piece of your hair and stored it somewhere safe. Creepy? I know..."
"1051",2019-08-20 17:08:51,"HastroTags","I made my getaway. #WhenYouWerentLooking https://t.co/IlYoDIc9K3"
"1052",2019-08-20 17:05:41,"HastroTags","#WhenYouWerentLooking I took the liberty of tidying your house. https://t.co/Dar0rrFjSA"
"1053",2019-08-20 17:52:51,"HastroTags","#WhenYouWerentLooking

Is how I made my living. https://t.co/AxoFvlMAy5"
"1054",2019-08-20 17:26:57,"HastroTags","#WhenYouWerentLooking I jokingly swapped your tea to decaf, I'm regretting it now @Quizical123 @Eminem11684 https://t.co/erxMQcVSSH"
"1055",2019-08-20 17:08:48,"HastroTags","#WhenYouWerentLooking I put a little something in your food https://t.co/rdeGakH7Ti"
"1056",2019-08-20 17:28:03,"HastroTags","#WhenYouWerentLooking I took pictures of you! <U+0001F60D> https://t.co/WnXfSvPHcN"
"1057",2019-08-20 17:47:54,"HastroTags","Thanks to everyone for playing #WhenYouWerentLooking  @AlterEgoTags will return soon!

Next up @HipFireTags then @MusicalHashtags followed by @OpenMicRejects 

All found on the FREE  @HashtagRoundup APP! https://t.co/Mw7tVE7AEw"
"1058",2019-08-20 17:00:47,"HastroTags","I ate your last slice!  Piece out!!!!
#WhenYouWerentLooking https://t.co/Utkl0hDpa8"
"1059",2019-08-20 17:49:25,"HastroTags","#WhenYouWerentLooking I was https://t.co/rkKc1BZLx6"
"1060",2019-08-20 18:01:11,"HastroTags","#WhenYouWerentLooking I gave the dog a couple of treats https://t.co/E798cFDCzb"
"1061",2019-08-20 17:26:25,"HastroTags","I licked the spoon  #WhenYouWerentLooking https://t.co/R3sbSouPxz"
"1062",2019-08-20 17:41:17,"HastroTags","#whenyouwerentlooking they raised your taxes.....again https://t.co/zl1TLUjyMZ"
"1063",2019-08-20 17:25:55,"HastroTags","I did something embarrassing.
 #WhenYouWerentLooking https://t.co/hPA1ZAVMJk"
"1064",2019-08-20 17:15:33,"HastroTags","#WhenYouWerentLooking you missed all the good parts https://t.co/9MSwHVtiSR"
"1065",2019-08-20 17:10:57,"HastroTags","#WhenYouWerentLooking is this week's @HastroTags hosted by @stgavalot @FlindersEmma @Rachels_Ratchet"
"1066",2019-08-20 17:30:09,"HastroTags","#WhenYouWerentLooking You found what you were looking for, amirite?"
"1067",2019-08-20 17:07:15,"HastroTags","#WhenYouWerentLooking I took your wallet! https://t.co/0csFZCvbU7"
"1068",2019-08-20 18:01:35,"HastroTags","#whenyouwerentlooking I found the baby powder https://t.co/Kbt3EMDmP2"
"1069",2019-08-20 17:05:31,"HastroTags","Your kids grew up. #WhenYouWerentLooking

Time flies."
"1070",2019-08-20 17:25:03,"HastroTags","#WhenYouWerentLooking 
I switched cups with you https://t.co/aP41VBtlGk"
"1071",2019-08-20 17:37:30,"HastroTags","#WhenYouWerentLooking I made garlic bread https://t.co/36Xu9nOe4s"
"1072",2019-08-20 17:14:21,"HastroTags","#WhenYouWerentLooking I hacked your Twitter account and followed your mom."
"1073",2019-08-20 17:30:36,"HastroTags","I was watching you. #WhenYouWerentLooking https://t.co/flwokiTGUr"
"1074",2019-08-20 17:38:10,"HastroTags","I rejected your potty training #WhenYouWerentLooking https://t.co/ErHdzYznXP"
"1075",2019-08-20 17:28:31,"HastroTags","#WhenYouWerentLooking someone put a knife in your back https://t.co/k3mNfTLize"
"1076",2019-08-20 17:31:06,"HastroTags","#WhenYouWerentLooking I went back to sleep https://t.co/UuObyUzD7n"
"1077",2019-08-20 16:59:18,"HastroTags","The best stuff happens behind your back so let's play;

#WhenYouWerentLooking

With your hosts; @stgavalot @FlindersEmma &amp; @Rachels_Ratchet 

Join the fun with the FREE @HashtagRoundup APP! https://t.co/WG1y25PXak"
"1078",2019-08-20 17:43:25,"HastroTags","Let's see some more #WhenYouWerentLooking with @HastroTags hosted by @stgavalot @FlindersEmma @Rachels_Ratchet"
"1079",2019-08-20 18:02:45,"HastroTags","#WhenYouWerentLooking I ate your food"
"1080",2019-08-20 17:11:31,"HastroTags","#WhenYouWerentLooking 

I disappeared and then re-appeared  ... <U+0001F60F>

 @HastroTags"
"1081",2019-08-20 17:26:44,"HastroTags","I was in the hallway, with the revolver.  #WhenYouWerentLooking https://t.co/5d7jpEhBJp"
"1082",2019-08-20 17:51:07,"HastroTags","<U+0001F525><U+0001F525> #WhenYouWerentLooking I sprinkled itching powder in your bed...<U+0001F633>"
"1083",2019-08-20 17:15:08,"HastroTags","#WhenYouWerentLooking I stole your heart, your love and your wallet.

Might want to cancel those credit cards."
"1084",2019-08-20 17:02:42,"HastroTags","I was looking at you #WhenYouWerentLooking https://t.co/SzYyprjJHb"
"1085",2019-08-20 17:49:28,"HastroTags","I played peek-a-boo with your baby.  #WhenYouWerentLooking"
"1086",2019-08-20 17:28:46,"HastroTags","#WhenYouWerentLooking I made bunny ear behind your head https://t.co/UbNc9CShjR"
"1087",2019-08-20 18:33:06,"eventhorizon451","#WhenYouWerentLooking four little aliens broke out of #Area51. Now Nebula, Zenon, Proto Zoa, and Zoidberg need a place to hide for four weeks until the #Area51Raid, when they can phone home. Can you help? Email foster@morrisanimalrefuge.org - or please RT to spread the word! https://t.co/3Px3ez4L3S"
"1088",2019-08-20 18:33:06,"deshmukhwafa","#WhenYouWerentLooking I checked your text messages https://t.co/Hpw3DGuX5v"
"1089",2019-08-20 18:32:28,"deshmukhwafa","I added extra chillies in the food <U+0001F958>#WhenYouWerentLooking https://t.co/LdFPacSY5h"
"1090",2019-08-20 17:37:32,"abtsag","I ate your last slice!  Piece out!!!!
#WhenYouWerentLooking https://t.co/Utkl0hDpa8"
"1091",2019-08-20 18:32:04,"abtsag","#WhenYouWerentLooking I  stole your sandwich oops! https://t.co/oQlLW8VmKX"
"1092",2019-08-20 17:38:31,"abtsag","#WhenYouWerentLooking I xrayed your body nice panties! https://t.co/bfieyRcjbu"
"1093",2019-08-20 18:32:04,"Reverend_Ric","@usuck2me #WhenYouWerentLooking
I locked the door......"
"1094",2019-08-20 18:30:46,"Arti_Omitsu","#WhenYouWerentLooking I flipped the bird."
"1095",2019-08-20 18:30:20,"SDStoughton","#WhenYouWerentLooking four little aliens broke out of #Area51. Now Nebula, Zenon, Proto Zoa, and Zoidberg need a place to hide for four weeks until the #Area51Raid, when they can phone home. Can you help? Email foster@morrisanimalrefuge.org - or please RT to spread the word! https://t.co/3Px3ez4L3S"
"1096",2019-08-20 18:30:16,"MaryAnneAkh","#WhenYouWerentLooking four little aliens broke out of #Area51. Now Nebula, Zenon, Proto Zoa, and Zoidberg need a place to hide for four weeks until the #Area51Raid, when they can phone home. Can you help? Email foster@morrisanimalrefuge.org - or please RT to spread the word! https://t.co/3Px3ez4L3S"
"1097",2019-08-20 18:30:10,"AndrewsTax123","#WhenYouWerentLooking I cleaned up your books with QuickBooks Online!

#AndrewsTaxAccounting https://t.co/XVVF7CdsYV"
"1098",2019-08-20 18:30:07,"Odyssey49406179","#WhenYouWerentLooking I chewed up some things. Welcome home. #dogs https://t.co/fOHqgmfKe9"
"1099",2019-08-20 18:22:38,"wchrisg0528","I stole your identity #WhenYouWerentLooking. Then I promptly returned it after setting up an appointment with a debt consolidation specialist. You're welcome."
"1100",2019-08-20 18:29:10,"wchrisg0528","#WhenYouWerentLooking they grew up and went to therapy https://t.co/Ir8dimIdN6"
"1101",2019-08-20 18:27:19,"wchrisg0528","#WhenYouWerentLooking I replaced your muppets with Krofft puppets"
"1102",2019-08-20 18:28:16,"wchrisg0528","#WhenYouWerentLooking I gave you big surprise"
"1103",2019-08-20 18:25:36,"wchrisg0528","#WhenYouWerentLooking America turned into Nazi Germany #FreeThePeople Let our brothers and sisters go. https://t.co/LwNnoCkg3t"
"1104",2019-08-20 18:27:48,"wchrisg0528","#WhenYouWerentLooking I licked all the ice cream."
"1105",2019-08-20 18:26:29,"thirdpartybc","@realDonaldTrump #WhenYouWerentLooking 200 workers were laid off from U S STEEL guess you were out raising #Tariffs on #China #TariffsAreTaxes  #RecessionIsComing"
"1106",2019-08-20 18:29:09,"thirdpartybc","@FriedelThompson Looks from this picture he was playing with his flute #WhenYouWerentLooking  not a ukulele"
"1107",2019-08-20 18:13:20,"thirdpartybc","#WhenYouWerentLooking I exchanged your #popeyeschickensandwich for  a #ChickfilA sandwich but you thought it was a #wendyChickenSandwich #ChickenSandwichTwitter https://t.co/uFz51Y3aVY"
"1108",2019-08-20 18:27:45,"TheNuggetEyeGuy","I used your fleshlight.  #WhenYouWerentLooking"
"1109",2019-08-20 18:27:40,"yoda","#WhenYouWerentLooking four little aliens broke out of #Area51. Now Nebula, Zenon, Proto Zoa, and Zoidberg need a place to hide for four weeks until the #Area51Raid, when they can phone home. Can you help? Email foster@morrisanimalrefuge.org - or please RT to spread the word! https://t.co/3Px3ez4L3S"
"1110",2019-08-20 18:27:24,"UHazy2","#WhenYouWerentLooking
I did the dishes, laundry, ironing &amp; the neighbor"
"1111",2019-08-20 17:47:37,"UHazy2","#WhenYouWerentLooking
She let me shave her hair.. https://t.co/Xjf25b6V10"
"1112",2019-08-20 17:44:55,"UHazy2","#WhenYouWerentLooking
I discovered a new species..a bulicorn https://t.co/l1SHIGOP4Y"
"1113",2019-08-20 17:51:59,"UHazy2","#WhenYouWerentLooking
Your 401k became a casualty of Trump's tarrif war https://t.co/5ld7INuLoW"
"1114",2019-08-20 17:58:38,"UHazy2","#WhenYouWerentLooking
My zipper exposed my eggplant https://t.co/rYwivc3Pmu"
"1115",2019-08-20 18:00:18,"UHazy2","#WhenYouWerentLooking
I lost the moon in your eyes https://t.co/tWOtjywmIf"
"1116",2019-08-20 17:43:11,"UHazy2","#WhenYouWerentLooking
I got pierced https://t.co/wV2aiKkhDD"
"1117",2019-08-20 18:27:20,"kakapotrainer","#WhenYouWerentLooking four little aliens broke out of #Area51. Now Nebula, Zenon, Proto Zoa, and Zoidberg need a place to hide for four weeks until the #Area51Raid, when they can phone home. Can you help? Email foster@morrisanimalrefuge.org - or please RT to spread the word! https://t.co/3Px3ez4L3S"
"1118",2019-08-20 18:26:54,"bjewing2","#WhenYouWerentLooking four little aliens broke out of #Area51. Now Nebula, Zenon, Proto Zoa, and Zoidberg need a place to hide for four weeks until the #Area51Raid, when they can phone home. Can you help? Email foster@morrisanimalrefuge.org - or please RT to spread the word! https://t.co/3Px3ez4L3S"
"1119",2019-08-20 17:59:19,"KZastrau","I caught a ride...
#WhenYouWerentLooking https://t.co/gz5PgR0hck"
"1120",2019-08-20 17:16:24,"KZastrau","#WhenYouWerentLooking I put baby powder in your hair dryer https://t.co/2tJrTXZruX"
"1121",2019-08-20 17:42:45,"KZastrau","#WhenYouWerentLooking my misbehavior continued to the point that I again believe in the existence of Hell and the likelihood of it being my future residence."
"1122",2019-08-20 17:16:28,"KZastrau","#WhenYouWerentLooking everything happened.<U+0001F601> https://t.co/qFPg1sfJ0O"
"1123",2019-08-20 17:15:01,"KZastrau","#WhenYouWerentLooking I slipped a dick pic into yo DM https://t.co/gcfZdrpvEu"
"1124",2019-08-20 17:41:24,"KZastrau","#WhenYouWerentLooking, you were probably being eaten from the inside by all sorts of harmful bacteria. https://t.co/k8IXc8WFej"
"1125",2019-08-20 17:13:48,"KZastrau","I fell head over heels for you  #WhenYouWerentLooking and it shows."
"1126",2019-08-20 17:17:08,"KZastrau","I was in the hallway, with the revolver.  #WhenYouWerentLooking https://t.co/5d7jpEhBJp"
"1127",2019-08-20 17:15:31,"KZastrau","#WhenYouWerentLooking I pooped an ice cream cone. https://t.co/MY3uklBDRM"
"1128",2019-08-20 17:14:35,"KZastrau","I kept my eyes out #WhenYouWerentLooking https://t.co/y0gISD51iL"
"1129",2019-08-20 17:15:58,"KZastrau","#WhenYouWerentLooking a tree jumped infront of you"
"1130",2019-08-20 17:18:13,"KZastrau","#WhenYouWerentLooking I left for vacation... https://t.co/cDVVLXWMT5"
"1131",2019-08-20 17:16:10,"KZastrau","I was looking at you #WhenYouWerentLooking https://t.co/SzYyprjJHb"
"1132",2019-08-20 17:14:04,"KZastrau","#WhenYouWerentLooking I sneaked away"
"1133",2019-08-20 17:14:50,"KZastrau","#WhenYouWerentLooking I stole something off your plate... <U+0001F639> https://t.co/N16avoyCR2"
"1134",2019-08-20 17:14:10,"KZastrau","#WhenYouWerentLooking I stole your heart, your love and your wallet.

Might want to cancel those credit cards."
"1135",2019-08-20 17:17:55,"KZastrau","Your kids grew up. #WhenYouWerentLooking

Time flies."
"1136",2019-08-20 17:52:43,"KZastrau","#WhenYouWerentLooking I snuck up on you.
#Oops https://t.co/fbuKBgmw3o"
"1137",2019-08-20 17:12:47,"KZastrau","Life happened #WhenYouWerentLooking"
"1138",2019-08-20 18:25:55,"KZastrau","#WhenYouWerentLooking I stole your calendar.  I fear for the calendar. It's days are numbered. https://t.co/A7slhmlNoG"
"1139",2019-08-20 17:15:16,"KZastrau","#WhenYouWerentLooking I stole all the free samples https://t.co/2wGfBU0LpW"
"1140",2019-08-20 17:16:52,"KZastrau","#WhenYouWerentLooking I adjusted my nads https://t.co/px0qrBwBEZ"
"1141",2019-08-20 17:17:29,"KZastrau","I changed the toilet paper #WhenYouWerentLooking https://t.co/tnvYsb4iJF"
"1142",2019-08-20 17:14:07,"KZastrau","#WhenYouWerentLooking you missed all the good parts https://t.co/9MSwHVtiSR"
"1143",2019-08-20 17:13:39,"KZastrau","The Lungs of the planet are going up in flames #WhenYouWerentLooking
#PrayforAmazonia https://t.co/kNEc2NJPLZ"
"1144",2019-08-20 17:14:54,"KZastrau","I was a good boy even #WhenYouWerentLooking https://t.co/PgzRamVgW6"
"1145",2019-08-20 17:52:28,"KZastrau","I was So Proud of You #WhenYouWerentLooking https://t.co/GcyukV62wy"
"1146",2019-08-20 17:18:40,"KZastrau","#WhenYouWerentLooking I went back to sleep https://t.co/UuObyUzD7n"
"1147",2019-08-20 17:13:30,"KZastrau","Don't drink that!
#WhenYouWerentLooking I think Bill slipped something in your drink. https://t.co/aeb2uXWl6a"
"1148",2019-08-20 17:13:44,"KZastrau","#WhenYouWerentLooking I laughed when you fall https://t.co/yPqCZl2LmY"
"1149",2019-08-20 17:40:31,"KZastrau","#WhenYouWerentLooking I stole some of your fries. https://t.co/x55fwiAo19"
"1150",2019-08-20 17:17:49,"KZastrau","#WhenYouWerentLooking I did something I'll probably regret shortly https://t.co/kSpZL1Y8SN"
"1151",2019-08-20 17:11:54,"KZastrau","#WhenYouWerentLooking Bogie was looking at you, kid."
"1152",2019-08-20 17:14:32,"KZastrau","#WhenYouWerentLooking
I put ice in your coffee."
"1153",2019-08-20 17:17:04,"KZastrau","I left 

#WhenYouWerentLooking https://t.co/6ImNTcYA2K"
"1154",2019-08-20 18:26:16,"KZastrau","#WhenYouWerentLooking your mom learned sign language. https://t.co/PKZ6cAepwq"
"1155",2019-08-20 17:16:01,"KZastrau","#WhenYouWerentLooking I got you pregnant"
"1156",2019-08-20 17:40:08,"KZastrau","#WhenYouWerentLooking I ate everyone's fries."
"1157",2019-08-20 17:12:24,"KZastrau","I had your back #WhenYouWerentLooking"
"1158",2019-08-20 17:14:19,"KZastrau","#WhenYouWerentLooking Here I come! https://t.co/OfyeHYR6n3"
"1159",2019-08-20 17:41:09,"KZastrau","#WhenYouWerentLooking I stole all your chocolate chip cookies and ate them while you were hard at work."
"1160",2019-08-20 17:33:12,"KZastrau","#WhenYouWerentLooking i ate the choc chips from your cookie."
"1161",2019-08-20 17:17:11,"KZastrau","#WhenYouWerentLooking  Netflix got better than regular TV."
"1162",2019-08-20 17:33:32,"KZastrau","#WhenYouWerentLooking I made some of your pizza disappear. https://t.co/8SB7JZmKDK"
"1163",2019-08-20 17:18:34,"KZastrau","I stole the apostrophe from your hashtag #WhenYouWerentLooking"
"1164",2019-08-20 17:16:32,"KZastrau","#WhenYouWerentLooking I liked and unlike your tweet twenty times."
"1165",2019-08-20 17:50:21,"KZastrau","#WhenYouWerentLooking I was https://t.co/rkKc1BZLx6"
"1166",2019-08-20 17:17:42,"KZastrau","#WhenYouWerentLooking You found what you were looking for, amirite?"
"1167",2019-08-20 17:16:55,"KZastrau","#WhenYouWerentLooking I bought Greenland. https://t.co/gPA50qjMFH"
"1168",2019-08-20 17:16:16,"KZastrau","#WhenYouWerentLooking I put saran wrap over the toilet bowl bc I’m an asshole."
"1169",2019-08-20 17:16:59,"KZastrau","#WhenYouWerentLooking I took your wallet! https://t.co/0csFZCvbU7"
"1170",2019-08-20 17:16:41,"KZastrau","#WhenYouWerentLooking I looked down your blouse. There! Just did it again. I'm puttin' that in the old spank bank for later. https://t.co/CIUCnviqTn"
"1171",2019-08-20 17:17:39,"KZastrau","#WhenYouWerentLooking I took an afternoon stroll and just kinda never came back. https://t.co/iYnziFxqAC"
"1172",2019-08-20 17:17:52,"KZastrau","#WhenYouWerentLooking they grew up on you and now they’re moving out."
"1173",2019-08-20 17:14:14,"KZastrau","I took a fry <U+0001F62C>

 #WhenYouWerentLooking https://t.co/O6zor9bk1U"
"1174",2019-08-20 17:15:20,"KZastrau","#WhenYouWerentLooking i put a glitch in the matrix https://t.co/JaOYSplYJL"
"1175",2019-08-20 18:15:29,"KZastrau","Dad, #WhenYouWerentLooking I grew up into a nice young lady. Despite your absence"
"1176",2019-08-20 17:16:14,"KZastrau","#WhenYouWerentLooking Your wife was.."
"1177",2019-08-20 17:14:45,"KZastrau","#WhenYouWerentLooking I cleaned the toilet with your toothbrush. https://t.co/KalS1VRhXD"
"1178",2019-08-20 17:18:37,"KZastrau","#WhenYouWerentLooking I ate your food. My dog probably"
"1179",2019-08-20 17:18:28,"KZastrau","#WhenYouWerentLooking I was cooking"
"1180",2019-08-20 18:18:55,"KZastrau","I ate your pizza #WhenYouWerentLooking"
"1181",2019-08-20 17:40:38,"KZastrau","#WhenYouWerentLooking I always do this https://t.co/iuK0aGwfcL"
"1182",2019-08-20 17:42:27,"KZastrau","#WhenYouWerentLooking another car appeared. https://t.co/hZBG76jYQB"
"1183",2019-08-20 18:26:49,"KZastrau","#WhenYouWerentLooking I changed your cologne. https://t.co/pdrXdgSBz4"
"1184",2019-08-20 17:17:17,"KZastrau","#WhenYouWerentLooking I cheated on my diet https://t.co/Ws5Ym4spBN"
"1185",2019-08-20 17:53:00,"KZastrau","#WhenYouWerentLooking I stole a base https://t.co/jtEv5aw3iS"
"1186",2019-08-20 17:12:37,"KZastrau","I ate your last slice!  Piece out!!!!
#WhenYouWerentLooking https://t.co/Utkl0hDpa8"
"1187",2019-08-20 17:14:39,"KZastrau","#WhenYouWerentLooking the cat started a career as a ""pin-up model"" <U+0001F638><U+0001F638><U+0001F638> https://t.co/XLcdgCedDM"
"1188",2019-08-20 17:52:48,"KZastrau","#WhenYouWerentLooking

I messed with your democracy!!

* Putin....&amp; when you were looking, cuz tRump lets me!"
"1189",2019-08-20 17:12:50,"KZastrau","I did something embarrassing.
 #WhenYouWerentLooking https://t.co/hPA1ZAVMJk"
"1190",2019-08-20 17:16:37,"KZastrau","#WhenYouWerentLooking they became adults and moved away <U+0001F622> https://t.co/Enqx6yCKxv"
"1191",2019-08-20 17:12:43,"KZastrau","#WhenYouWerentLooking

I taught you a lesson about parking over the line. https://t.co/ChYMG14nDw"
"1192",2019-08-20 17:32:23,"KZastrau","I rejected your potty training #WhenYouWerentLooking https://t.co/ErHdzYznXP"
"1193",2019-08-20 17:18:31,"KZastrau","#WhenYouWerentLooking I was  

@HastroTags https://t.co/ljSUPOl0xY"
"1194",2019-08-20 17:33:03,"KZastrau","#WhenYouWerentLooking?  Everywhere I go you're looking! https://t.co/4tv2pDv8W9"
"1195",2019-08-20 17:32:17,"KZastrau","#WhenYouWerentLooking I picked all the onions out of the sauce."
"1196",2019-08-20 17:52:56,"KZastrau","#WhenYouWerentLooking I took your Bowie albums. 
*Yes, I'm old. Yes, I just said albums.<U+0001F61C> https://t.co/Z7jItBzB9w"
"1197",2019-08-20 17:18:07,"KZastrau","#WhenYouWerentLooking I jokingly swapped your tea to decaf, I'm regretting it now @Quizical123 @Eminem11684 https://t.co/erxMQcVSSH"
"1198",2019-08-20 17:18:43,"KZastrau","#WhenYouWerentLooking I ate those cookies https://t.co/EcILKhXGHE"
"1199",2019-08-20 17:15:13,"KZastrau","#WhenYouWerentLooking someone put a knife in your back https://t.co/k3mNfTLize"
"1200",2019-08-20 17:16:06,"KZastrau","I ate your Cheetos  #WhenYouWerentLooking https://t.co/I2xqGWWjOV"
"1201",2019-08-20 17:13:28,"KZastrau","#WhenYouWerentLooking I drank your beer and kissed your wife"
"1202",2019-08-20 17:33:17,"KZastrau","#WhenYouWerentLooking I stole all the cookies from the cookie jar and blamed @Eminem11684 for it. https://t.co/MNTHHzf7vy"
"1203",2019-08-20 17:15:24,"KZastrau","#WhenYouWerentLooking I left a note on your car https://t.co/dXUfPTIzgV"
"1204",2019-08-20 17:14:29,"KZastrau","#WhenYouWerentLooking America turned into Nazi Germany #FreeThePeople Let our brothers and sisters go. https://t.co/LwNnoCkg3t"
"1205",2019-08-20 17:53:14,"KZastrau","#WhenYouWerentLooking I texted my ex https://t.co/rH2AYgVjL0"
"1206",2019-08-20 17:16:44,"KZastrau","#WhenYouWerentLooking I made bunny ear behind your head https://t.co/UbNc9CShjR"
